replica,cpu,heap,previous_tps,instant_tps,reward
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,1,44.34,41.4,-1.0
9,5,2,41.4,45.97,0.97736
9,5,1,45.97,43.88,1.02016
9,5,1,45.97,43.88,-1.0
9,5,1,45.97,43.88,-1.0
9,5,1,45.97,43.88,-1.0
9,6,1,43.88,47.4,1.08138
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,1,43.88,47.4,-1.0
9,6,2,47.4,49.6,1.0435233333333334
9,6,1,49.6,43.7,1.02374
9,6,1,49.6,43.7,-1.0
9,6,1,49.6,43.7,-1.0
9,6,1,49.6,43.7,-1.0
9,6,2,43.7,46.72,0.98903
9,6,1,46.72,45.56,1.04876
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,1,46.72,45.56,-1.0
9,6,2,45.56,48.03,1.01529
9,6,1,48.03,44.53,1.0297766666666666
9,6,1,48.03,44.53,-1.0
9,6,1,48.03,44.53,-1.0
9,7,1,44.53,46.84,1.0654057142857143
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,7,1,44.53,46.84,-1.0
9,8,1,46.84,49.16,1.0969975
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,8,1,46.84,49.16,-1.0
9,9,1,49.16,51.53,1.1409288888888889
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,9,1,49.16,51.53,-1.0
9,8,1,51.53,48.7,1.094115
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,8,1,51.53,48.7,-1.0
9,7,1,48.7,48.1,1.0889057142857144
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
9,7,1,48.7,48.1,-1.0
8,7,1,48.1,48.28,1.0836457142857143
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,7,1,48.1,48.28,-1.0
8,6,1,48.28,42.94,1.0060166666666666
8,6,1,48.28,42.94,-1.0
8,6,1,48.28,42.94,-1.0
8,5,1,42.94,41.9,0.98568
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,5,1,42.94,41.9,-1.0
8,4,1,41.9,32.84,0.839245
8,4,1,41.9,32.84,-1.0
8,4,1,41.9,32.84,-1.0
8,5,1,32.84,40.53,0.97206
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
8,5,1,32.84,40.53,-1.0
