replica,cpu,heap,previous_tps,instant_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp,utilization,performance_request,performance_response,performance
2,4,8,88,31,0.259,0.8825000000000001,0.252630826849784,5.476743090476191,479.11,31.93,0,120,1708573420.5961995,0.6475,0.266083,0.04174406712445994,0.15391353356222998
1,9,9,31,144,0.836,0.793,0.7914333047700657,6.457743090476191,38.9,144.87,0,144,1708574060.4937174,0.9288888888888889,1.0,0.5141388174807198,0.7570694087403599
1,9,7,144,153,0.865,0.83,0.7379682597518269,7.453854201587302,54.89,153.6,0,152,1708574675.8061366,0.961111111111111,1.0,0.36436509382401167,0.6821825469120059
3,6,4,153,160,0.4166666666666667,0.7916666666666666,0.8036142363409075,8.423298646031746,30.22,160.73,0,160,1708575291.0934336,0.6944444444444445,1.0,0.6618133686300464,0.8309066843150232
2,8,9,160,104,0.383,0.787,0.824157224958949,9.35861809047619,24.36,104.2,0,104,1708575906.351194,0.47875,1.0,0.8210180623973727,0.9105090311986863
2,9,5,104,80,0.2895,0.6799999999999999,0.8566825241131274,10.290784757142855,20.39,80.07,0,80,1708576521.6350462,0.32166666666666666,1.0,0.980872976949485,0.9904364884747425
3,9,6,80,112,0.2726666666666666,0.7576666666666667,0.8367091887373974,11.221081053439152,21.27,112.07,0,112,1708577136.9170394,0.3029629629629629,1.0,0.9402914903620122,0.970145745181006
3,8,4,112,96,0.242,0.7273333333333333,0.8226548211860572,12.151331053439154,22.09,96.4,0,96,1708577752.207009,0.3025,1.0,0.9053870529651427,0.9526935264825713
2,7,9,96,96,0.362,0.7969999999999999,0.8744860853432284,13.091600894708996,21.56,96.47,0,96,1708578367.483785,0.5171428571428571,1.0,0.927643784786642,0.9638218923933211
1,9,4,96,96,0.647,0.744,0.87231987223363,14.063489783597886,24.35,96.2,0,96,1708578982.782461,0.7188888888888889,1.0,0.8213552361396304,0.9106776180698152
2,5,6,96,96,0.365,0.788,0.7851629297458893,15.036489783597888,33.45,96.07,0,96,1708579598.0176406,0.73,1.0,0.5979073243647234,0.7989536621823616
1,8,8,96,80,0.515,0.746,0.8647432801343973,15.994114783597889,23.81,80.53,0,80,1708580213.270421,0.6437499999999999,1.0,0.8399832003359933,0.9199916001679966
1,4,5,80,54,0.4,0.843,0.5516358181375531,16.800003583597885,164.3,54.53,0,72,1708580828.547615,1.0,0.757361,0.12172854534388314,0.43954477267194153
2,5,8,54,65,0.39,0.8525,0.44693671653861705,17.479003583597883,197.84,65.13,0,104,1708581443.7665925,0.78,0.62625,0.10109179134654266,0.3636708956732713
3,6,8,65,104,0.2733333333333334,0.7929999999999998,0.8262598333566076,18.42368413915344,23.87,104.87,0,104,1708582059.1619875,0.45555555555555566,1.0,0.8378718056137411,0.9189359028068705
1,6,4,104,92,0.597,0.719,0.61163397704308,19.33395373915344,139.74,92.4,0,104,1708582674.4487815,0.995,0.888462,0.1431229426077,0.51579247130385
2,4,5,92,29,0.2765,0.7565,0.271605431695604,19.73284833915344,433.12,29.87,0,104,1708583289.7182746,0.69125,0.287212,0.046176579239009974,0.166694289619505
3,8,9,29,96,0.2496666666666666,0.753,0.8528510248901904,20.64772333915344,20.49,96.2,0,96,1708583904.959302,0.3120833333333332,1.0,0.9760858955588092,0.9880429477794046
1,9,8,96,80,0.51,0.731,0.8811494252873563,21.595765005820105,21.75,80.07,0,80,1708584520.2062886,0.5666666666666667,1.0,0.9195402298850575,0.9597701149425287
1,5,8,80,68,0.481,0.864,0.6478112728000728,22.557187405820105,109.89,68.87,0,72,1708585135.479879,0.962,0.956528,0.182000182000182,0.569264091000091
1,5,4,68,24,0.181,0.777,0.7181002457002457,23.493387405820105,32.56,24.4,0,24,1708585750.7708187,0.362,1.0,0.6142506142506142,0.8071253071253071
1,9,6,24,24,0.17,0.75,0.8037430110806141,24.412276294708995,21.86,24.27,0,24,1708586365.9880211,0.18888888888888888,1.0,0.9149130832570906,0.9574565416285453
1,9,7,24,32,0.235,0.772,0.8522222222222222,25.338387405820107,19.29,32.13,0,32,1708586981.2436953,0.26111111111111107,1.0,1.0,1.0
2,7,4,32,32,0.173,0.7545,0.8189435829759155,26.26310169153439,21.65,32.07,0,32,1708587596.4660065,0.24714285714285714,1.0,0.9237875288683604,0.9618937644341802
1,9,8,32,40,0.292,0.693,0.8648888888888889,27.18217113597884,19.6,40.0,0,40,1708588211.6975815,0.3244444444444444,1.0,1.0,1.0
2,8,9,40,32,0.146,0.784,0.8300071323167734,28.08753224708995,20.33,32.13,0,32,1708588826.952463,0.18249999999999997,1.0,0.9837678307919332,0.9918839153959667
1,9,5,32,32,0.232,0.703,0.8515555555555556,29.013310024867728,19.81,32.0,0,32,1708589442.1818068,0.2577777777777778,1.0,1.0,1.0
1,8,6,32,24,0.19,0.687,0.8475,29.937060024867726,19.23,24.13,0,24,1708590057.406597,0.2375,1.0,1.0,1.0
1,6,7,24,40,0.26,0.717,0.7882120869455962,30.88039335820106,26.53,40.27,0,40,1708590672.6565468,0.43333333333333335,1.0,0.7538635506973238,0.8769317753486618
1,9,5,40,40,0.277,0.682,0.8615555555555556,31.81117113597884,18.96,40.33,0,40,1708591287.9112606,0.3077777777777778,1.0,1.0,1.0
3,5,7,40,40,0.1633333333333333,0.8496666666666667,0.7986666666666667,32.74383780264551,24.0,40.13,0,40,1708591903.1390464,0.3266666666666666,1.0,0.8333333333333334,0.9166666666666667
1,7,6,40,40,0.285,0.733,0.8675289575289575,33.684552088359794,20.72,40.0,0,40,1708592518.3733792,0.40714285714285714,1.0,0.9652509652509653,0.9826254826254827
2,5,6,40,48,0.2385,0.7955,0.7670468590831918,34.63225208835979,29.45,48.13,0,48,1708593133.6023304,0.477,1.0,0.6791171477079796,0.8395585738539898
3,5,7,48,40,0.175,0.8553333333333333,0.80208800332088,35.567252088359794,24.09,40.13,0,40,1708593748.822284,0.35,1.0,0.8302200083022001,0.9151100041511
3,9,5,40,32,0.1236666666666666,0.6946666666666667,0.8274814814814815,36.480992829100536,19.07,32.0,0,32,1708594388.8451903,0.13740740740740734,1.0,1.0,1.0
3,7,5,24,56,0.2013333333333333,0.71,0.8575238095238096,38.20975473386244,19.28,56.0,0,56,1708595619.2944772,0.2876190476190476,1.0,1.0,1.0
3,9,6,56,48,0.1386666666666666,0.7006666666666668,0.8020445131906848,39.12516214126985,21.55,48.2,0,48,1708596234.5310173,0.154074074074074,1.0,0.9280742459396751,0.9640371229698376
3,6,6,48,40,0.159,0.7713333333333333,0.8146636528028932,40.05166214126984,22.12,40.0,0,40,1708596849.7799904,0.265,1.0,0.9041591320072332,0.9520795660036165
3,5,9,40,40,0.1803333333333333,0.8246666666666668,0.743595837574935,40.97935843756614,29.47,40.0,0,40,1708597465.0198646,0.3606666666666666,1.0,0.6786562606040041,0.839328130302002
1,5,8,40,40,0.267,0.762,0.7586891687657431,41.92800843756614,31.76,40.53,0,40,1708598080.2248151,0.534,1.0,0.6297229219143576,0.8148614609571788
3,6,9,40,32,0.123,0.8323333333333333,0.825985563041386,42.84098991904762,20.78,32.2,0,32,1708598695.4609125,0.20500000000000002,1.0,0.9624639076034648,0.9812319538017324
3,6,4,32,32,0.1446666666666667,0.7753333333333333,0.8238090766823161,43.76510103015873,21.3,32.2,0,32,1708599310.678168,0.24111111111111116,1.0,0.9389671361502347,0.9694835680751174
1,9,7,32,40,0.305,0.701,0.8677777777777778,44.69898991904762,19.99,40.2,0,40,1708599925.9264853,0.33888888888888885,1.0,1.0,1.0
1,5,8,40,40,0.284,0.741,0.8299305654408857,45.64841491904762,25.29,40.13,0,40,1708600541.1463032,0.568,1.0,0.7908264136022144,0.8954132068011071
1,8,5,40,40,0.273,0.653,0.8495655386081983,46.58253991904762,20.98,40.13,0,40,1708601156.371555,0.34125,1.0,0.9532888465204957,0.9766444232602478
3,8,4,40,40,0.145,0.766,0.8162975059382424,47.50066491904762,21.05,40.0,0,40,1708601771.5883253,0.18124999999999997,1.0,0.9501187648456056,0.9750593824228029
1,9,6,40,40,0.291,0.657,0.8292974779702219,48.43299825238096,21.94,40.13,0,40,1708602386.836424,0.3233333333333333,1.0,0.9115770282588879,0.955788514129444
3,5,8,40,32,0.1556666666666666,0.8019999999999999,0.8224647756265946,49.36413158571429,22.21,32.0,0,32,1708603002.056238,0.3113333333333332,1.0,0.9004952723998199,0.9502476361999099
1,6,5,32,32,0.249,0.824,0.798955766192733,50.30563158571429,25.32,32.13,0,32,1708603625.5624757,0.41500000000000004,1.0,0.7898894154818326,0.8949447077409163
1,4,6,32,56,0.399,0.75,0.6121581135541091,51.216256785714286,139.81,56.87,0,64,1708604240.8157115,0.9975,0.888594,0.14305128388527286,0.5158226419426364
3,6,7,56,48,0.1653333333333333,0.8306666666666667,0.8241148011480115,52.14381234126984,21.68,48.07,0,48,1708604856.096759,0.2755555555555555,1.0,0.922509225092251,0.9612546125461254
2,4,5,48,24,0.257,0.757,0.4083089171974522,52.78806234126984,200.96,24.0,0,40,1708605471.329803,0.6425,0.6,0.09952229299363057,0.3497611464968153
1,4,6,24,45,0.357,0.752,0.6579462746416214,53.73847874126984,80.92,45.67,0,48,1708606086.587731,0.8925,0.951458,0.24715768660405338,0.5993078433020267
2,6,9,45,48,0.214,0.756,0.8294353924201732,54.65814540793651,22.34,48.0,0,48,1708606701.820344,0.3566666666666667,1.0,0.8952551477170994,0.9476275738585497
1,7,8,48,56,0.39,0.748,0.834139341900536,55.60735969365079,24.79,56.13,0,56,1708607317.057049,0.5571428571428572,1.0,0.8067769261799113,0.9033884630899556
3,7,5,56,72,0.2239999999999999,0.7693333333333333,0.8097216940363008,56.5393596936508,23.14,72.13,0,72,1708607932.273254,0.3199999999999999,1.0,0.8643042350907519,0.932152117545376
2,6,8,72,64,0.287,0.783,0.8199471693014457,57.48506802698413,24.67,64.2,0,64,1708608547.5513628,0.47833333333333333,1.0,0.8107012565869477,0.9053506282934738
2,7,8,64,72,0.2945,0.7909999999999999,0.8531465471797575,58.42601445555556,21.68,72.27,0,72,1708609162.7965662,0.4207142857142857,1.0,0.922509225092251,0.9612546125461254
3,4,6,72,87,0.3003333333333333,0.7946666666666666,0.6628887301084725,59.39200658888889,68.22,87.0,0,88,1708609778.045315,0.7508333333333331,0.988636,0.2931691586045148,0.6409025793022574
3,8,7,87,56,0.1653333333333333,0.7516666666666666,0.805632058287796,60.31267325555556,21.96,56.0,0,56,1708610506.867456,0.2066666666666666,1.0,0.9107468123861566,0.9553734061930783
1,4,6,56,46,0.355,0.83,0.6906789932277105,61.27925685555556,64.38,46.67,0,48,1708611122.1283505,0.8875,0.972292,0.3106554830692762,0.6414737415346381
2,7,8,46,56,0.224,0.774,0.8198718861209965,62.20800685555556,22.48,56.13,0,56,1708611737.406077,0.32,1.0,0.8896797153024911,0.9448398576512456
3,8,6,56,64,0.1913333333333333,0.7503333333333333,0.8221899079706754,63.13192352222222,21.37,64.4,0,64,1708612352.6944492,0.2391666666666666,1.0,0.9358914365933552,0.9679457182966775
2,5,6,64,65,0.3635,0.8705,0.5778496984722828,64.02984592222222,114.55,65.27,0,72,1708612967.9685402,0.727,0.906528,0.17459624618070713,0.5405621230903536
2,9,5,65,96,0.3395,0.7075,0.781137986668365,64.96756814444444,26.17,96.27,0,96,1708613583.2342892,0.37722222222222224,1.0,0.7642338555598013,0.8821169277799006
1,4,6,96,53,0.4,0.83,0.456794577289892,65.61090174444445,227.74,53.2,0,96,1708614198.4907005,1.0,0.554167,0.08781944322472995,0.320993221612365
3,8,9,53,120,0.2916666666666667,0.7906666666666666,0.8729166666666667,66.53521192962964,19.84,120.8,0,120,1708614813.7618086,0.3645833333333333,1.0,1.0,1.0
3,5,5,120,72,0.2326666666666666,0.8156666666666667,0.7431448160883609,67.48174526296297,31.99,72.0,0,72,1708615429.0513756,0.4653333333333332,1.0,0.6251953735542357,0.8125976867771179
2,8,7,72,88,0.3295,0.7505,0.8407979390681004,68.42293276296297,22.32,88.73,0,88,1708616062.8727732,0.411875,1.0,0.8960573476702509,0.9480286738351255
1,6,5,88,71,0.543,0.675,0.7513213058419244,69.41043276296297,46.56,71.73,0,72,1708616678.161872,0.9050000000000001,0.99625,0.42955326460481097,0.7129016323024054
2,9,7,71,80,0.3255,0.7270000000000001,0.8597425343018564,70.34659942962963,20.65,80.33,0,80,1708617293.4287822,0.3616666666666667,1.0,0.9685230024213076,0.9842615012106538
3,5,5,80,64,0.2336666666666666,0.7400000000000001,0.7712444444444444,71.29333276296296,28.8,64.27,0,64,1708617908.6792693,0.4673333333333332,1.0,0.6944444444444444,0.8472222222222222
3,7,4,64,64,0.221,0.781,0.8040035303426868,72.22490419153439,23.47,64.27,0,64,1708618534.2742083,0.3157142857142857,1.0,0.852151682999574,0.926075841499787
2,4,9,64,24,0.287,0.8574999999999999,0.30280901043402014,72.66670956931218,364.96,24.73,0,72,1708619149.54749,0.7174999999999999,0.343472,0.05480052608505042,0.1991362630425252
3,4,5,24,55,0.241,0.797,0.48203766769358286,73.43951476931217,144.77,55.13,0,72,1708619793.6403897,0.6024999999999999,0.765694,0.13815016923395732,0.45192208461697864
3,7,7,55,72,0.2179999999999999,0.7919999999999999,0.8050449259395275,74.37065762645503,23.34,72.13,0,72,1708620529.0970626,0.3114285714285713,1.0,0.856898029134533,0.9284490145672665
2,9,9,72,80,0.3035,0.8165,0.7959865389002966,75.29510207089947,24.35,80.4,0,80,1708621144.3409095,0.3372222222222222,1.0,0.8213552361396304,0.9106776180698152
3,4,6,80,47,0.249,0.7656666666666667,0.3742351838831705,75.88644327089948,227.34,47.2,0,88,1708621759.592621,0.6224999999999999,0.536364,0.08797395970792646,0.3121689798539632
1,8,5,47,55,0.403,0.729,0.8271904524590165,76.83396147089948,24.4,55.8,0,56,1708622505.147595,0.50375,0.996429,0.819672131147541,0.9080505655737705
3,5,5,55,56,0.2063333333333333,0.7736666666666666,0.8285540945790081,77.77522813756615,23.12,56.07,0,56,1708623120.3930612,0.4126666666666666,1.0,0.8650519031141868,0.9325259515570934
1,9,7,56,111,0.725,0.778,0.7052053058632977,78.75242689312171,54.88,111.53,0,112,1708623735.6215928,0.8055555555555555,0.995804,0.36443148688046645,0.6801177434402332
1,5,5,111,68,0.501,0.797,0.5302794623753917,79.52184369312171,175.55,68.33,0,96,1708624350.906108,1.0,0.711771,0.11392765593847906,0.41284932796923957
2,7,8,68,104,0.36,0.7835000000000001,0.8206958397184857,80.47120976455028,25.17,104.47,0,104,1708624966.447096,0.5142857142857143,1.0,0.7945967421533571,0.8972983710766785
3,7,4,104,112,0.3033333333333333,0.7346666666666667,0.8319407279528125,81.41454309788361,23.17,112.27,0,112,1708625581.7475345,0.4333333333333333,1.0,0.8631851532153646,0.9315925766076822
1,5,8,112,72,0.501,0.866,0.43317226326909114,82.01637669788362,248.02,72.33,0,144,1708626197.046496,1.0,0.502292,0.080638658172728,0.29146532908636397
2,4,6,72,30,0.2995,0.8195,0.3090213700929439,82.46579729788361,363.66,30.2,0,88,1708626812.3381336,0.7487499999999999,0.343182,0.05499642523235989,0.19908921261617993
2,7,8,30,64,0.28,0.7945,0.8664734299516909,83.40510979788361,20.7,64.47,0,64,1708627477.1956117,0.4000000000000001,1.0,0.9661835748792271,0.9830917874396136
3,4,8,64,86,0.311,0.87,0.6864242423926273,84.36649579788362,57.51,86.2,0,88,1708628092.4573565,0.7775,0.979545,0.3477656059815684,0.6636553029907842
2,7,9,86,72,0.311,0.776,0.8663937167127352,85.29714659153441,21.19,72.0,0,72,1708628831.6219904,0.44428571428571434,1.0,0.9438414346389806,0.9719207173194904
1,9,7,72,72,0.5,0.749,0.8626049599687561,86.25270214708996,22.76,72.53,0,72,1708629446.8725169,0.5555555555555556,1.0,0.8787346221441125,0.9393673110720562
1,6,9,72,90,0.599,0.871,0.6466679350427351,87.20656365820108,117.0,90.87,0,96,1708630062.182118,0.9983333333333333,0.946563,0.17094017094017094,0.5587515854700855
3,8,8,90,88,0.2293333333333333,0.7723333333333334,0.7943173265936535,88.13177199153441,23.74,88.27,0,88,1708630677.4697382,0.2866666666666666,1.0,0.8424599831508004,0.9212299915754002
2,9,4,88,96,0.369,0.6965,0.864775119617225,0.0,20.9,96.0,0,96,1708631292.7452853,0.41,1.0,0.9569377990430623,0.9784688995215312
1,4,5,96,51,0.398,0.827,0.44530948356013855,0.6245,236.62,51.0,0,96,1708631908.0005028,0.995,0.53125,0.08452370890034655,0.3078868544501733
1,9,4,51,96,0.618,0.71,0.8319926335174954,1.5931666666666668,27.15,96.4,0,96,1708632523.260417,0.6866666666666666,1.0,0.7366482504604052,0.8683241252302025
2,8,7,96,88,0.318,0.773,0.8288449781659389,2.532916666666667,22.9,88.47,0,88,1708633138.5325117,0.39749999999999996,1.0,0.8733624454148472,0.9366812227074236
3,6,9,88,104,0.299,0.8250000000000001,0.7790938409593667,3.474416666666667,28.63,104.2,0,104,1708633753.8395565,0.49833333333333335,1.0,0.6985679357317499,0.849283967865875
3,6,5,104,167,0.448,0.7773333333333333,0.7355908975124378,4.448464133333333,42.88,167.87,0,168,1708634369.1201062,0.7466666666666667,0.999226,0.46641791044776115,0.7328219552238806
1,5,9,167,70,0.501,0.797,0.42639300760279286,5.027742088888889,257.8,70.33,0,144,1708634984.4037974,1.0,0.488403,0.07757951900698215,0.2829912595034911
3,4,7,70,60,0.2773333333333334,0.7776666666666667,0.32436122263262135,5.517075422222223,311.35,60.8,0,152,1708635599.6534114,0.6933333333333334,0.4,0.06423638991488678,0.2321181949574434
3,7,9,60,144,0.3593333333333333,0.8210000000000001,0.9026666666666667,6.4596309777777785,19.09,144.67,0,144,1708636359.8339963,0.5133333333333333,1.0,1.0,1.0
1,7,5,144,104,0.629,0.785,0.7418874055196779,7.449488120634921,49.33,104.4,0,104,1708636975.110633,0.8985714285714287,1.0,0.40543279951348066,0.7027163997567403
1,9,8,104,104,0.642,0.766,0.8980642677328594,8.416571453968254,22.51,104.67,0,104,1708637590.3493855,0.7133333333333334,1.0,0.888494002665482,0.944247001332741
2,7,9,104,80,0.3215,0.7515000000000001,0.8884857992775693,9.346000025396826,20.17,80.13,0,80,1708638205.5848248,0.45928571428571435,1.0,0.9915716410510659,0.995785820525533
3,5,5,80,103,0.3443333333333333,0.7213333333333334,0.7065102591664897,10.312789892063492,47.11,103.73,0,104,1708638820.8043537,0.6886666666666666,0.997404,0.4245383145828911,0.7109711572914456
3,8,5,103,96,0.2663333333333333,0.7216666666666667,0.8638027970870573,11.24608155873016,20.14,96.2,0,96,1708639454.624601,0.33291666666666664,1.0,0.9930486593843098,0.9965243296921549
3,5,9,96,94,0.296,0.8253333333333334,0.635123602484472,12.181985262433862,64.4,94.2,0,96,1708640069.8717709,0.592,0.98125,0.3105590062111801,0.64590450310559
2,8,9,94,96,0.3379999999999999,0.779,0.8689305622296973,13.110790817989418,20.81,96.47,0,96,1708640693.3483293,0.4224999999999999,1.0,0.9610764055742432,0.9805382027871217
3,4,8,96,49,0.2343333333333333,0.8536666666666667,0.3550424782882661,13.679374151322753,243.34,49.2,0,96,1708641308.6128638,0.5858333333333332,0.5125,0.08218952905399853,0.29734476452699926
2,6,9,49,80,0.3235,0.81,0.859481684981685,14.623290817989416,22.75,80.13,0,80,1708642033.161835,0.5391666666666667,1.0,0.8791208791208791,0.9395604395604396
2,5,5,80,81,0.3655,0.722,0.6931237832874196,15.596390817989418,54.45,81.27,0,80,1708642648.384869,0.731,1.0,0.3673094582185491,0.6836547291092745
3,5,5,81,104,0.2713333333333333,0.7466666666666667,0.7721247666117517,16.550657484656085,30.35,104.27,0,104,1708643263.6326468,0.5426666666666666,1.0,0.6589785831960461,0.829489291598023
1,6,6,104,93,0.598,0.79,0.5601691120091182,17.37252415132275,160.85,93.33,0,120,1708643878.952147,0.9966666666666667,0.77775,0.12433944668946223,0.4510447233447311
2,8,5,93,144,0.4985,0.727,0.8335053088803089,18.33483665132275,25.9,144.33,0,144,1708644494.2119913,0.6231249999999999,1.0,0.7722007722007722,0.8861003861003861
1,5,8,144,64,0.501,0.869,0.3955457623842398,18.87204705132275,296.95,64.07,0,152,1708645109.5160606,1.0,0.421513,0.06735140596059944,0.24443220298029972
2,7,4,64,161,0.5235000000000001,0.71,0.8129025674786045,19.846832765608465,30.38,161.4,0,160,1708645724.7846968,0.747857142857143,1.0,0.6583278472679395,0.8291639236339697
2,4,8,161,34,0.2825,0.7475,0.29343970209205017,20.273433665608465,382.4,34.13,0,104,1708646340.0794446,0.7062499999999999,0.328173,0.05230125523012553,0.19023712761506276
3,5,8,34,79,0.2513333333333333,0.8096666666666666,0.8055210206172365,21.219000332275133,26.03,79.53,0,80,1708646959.4929843,0.5026666666666666,0.994125,0.768344218209758,0.881234609104879
3,9,4,79,112,0.2646666666666666,0.7366666666666667,0.7827014544909282,22.14840773968254,24.7,112.33,0,112,1708647578.8708189,0.294074074074074,1.0,0.8097165991902834,0.9048582995951417
3,8,4,112,96,0.2596666666666666,0.6976666666666667,0.8420972418670438,23.08086607301588,21.21,96.47,0,96,1708648194.1684513,0.3245833333333332,1.0,0.9429514380009429,0.9714757190004715
2,9,4,96,96,0.344,0.757,0.8552323232323232,24.01908829523809,21.12,96.87,0,96,1708648809.4474027,0.3822222222222222,1.0,0.9469696969696969,0.9734848484848484
3,5,9,96,96,0.3416666666666666,0.7996666666666666,0.781389823595391,24.97627348042328,32.69,96.0,0,96,1708649424.7110806,0.6833333333333332,1.0,0.611807892321811,0.8059039461609054
1,8,8,96,96,0.616,0.74,0.7335735129068461,25.94577348042328,44.55,96.2,0,96,1708650044.0990791,0.7699999999999999,1.0,0.4489337822671156,0.7244668911335578
1,7,8,96,80,0.483,0.796,0.7005685836212152,26.91427348042328,49.21,80.0,0,80,1708650659.361476,0.6900000000000001,1.0,0.406421459053038,0.703210729526519
3,4,7,80,53,0.2709999999999999,0.878,0.48064151399951127,27.67457868042328,163.72,53.33,0,72,1708651274.596511,0.6774999999999998,0.740694,0.1221597849987784,0.4314268924993892
1,6,9,53,100,0.599,0.807,0.6500438198203959,28.63692508042328,125.09,100.47,0,104,1708651959.957685,0.9983333333333333,0.966058,0.1598848828843233,0.5629714414421616
2,5,9,100,104,0.3625,0.88,0.769782242202866,29.60720285820106,35.59,104.4,0,104,1708652575.2862792,0.725,1.0,0.5619556055071648,0.7809778027535824
3,8,7,104,104,0.2646666666666666,0.7463333333333333,0.8144470323610506,30.540286191534392,22.97,104.07,0,104,1708653190.5602753,0.33083333333333326,1.0,0.87070091423596,0.93535045711798
3,5,7,104,104,0.32,0.7903333333333333,0.7072114695340501,31.50428619153439,44.64,104.4,0,104,1708653805.852987,0.64,1.0,0.44802867383512546,0.7240143369175627
1,9,8,104,96,0.589,0.796,0.8628390963577686,32.46923063597883,24.1,96.27,0,96,1708654435.6159596,0.6544444444444444,1.0,0.8298755186721991,0.9149377593360996
3,8,8,96,80,0.2286666666666666,0.7713333333333333,0.8290867038586703,33.39423063597883,21.51,80.33,0,80,1708655050.9049487,0.2858333333333332,1.0,0.9298000929800092,0.9649000464900046
2,4,7,80,71,0.31,0.8205,0.6777398194119506,34.364285835978826,63.26,71.33,0,72,1708655666.1599443,0.7749999999999999,0.990694,0.3161555485298767,0.6534247742649384
1,8,9,71,24,0.19,0.746,0.8060835948005379,35.27092472486772,22.31,24.13,0,24,1708656281.4235468,0.2375,1.0,0.8964589870013447,0.9482294935006723
3,8,8,24,24,0.1053333333333333,0.781,0.7710123509981329,36.18171639153439,23.21,24.0,0,24,1708656896.6486385,0.13166666666666663,1.0,0.8616975441619991,0.9308487720809995
2,8,4,24,32,0.1755,0.736,0.792307055749129,37.10365389153439,22.96,32.27,0,32,1708657511.9669962,0.219375,1.0,0.8710801393728222,0.9355400696864111
2,6,9,32,32,0.1525,0.866,0.7730242314404618,38.02529278042327,24.83,32.07,0,32,1708658127.2308514,0.25416666666666665,1.0,0.8054772452678213,0.9027386226339107
2,7,6,32,40,0.175,0.7464999999999999,0.796921075455334,38.95029278042327,23.06,40.0,0,40,1708658742.473106,0.25,1.0,0.8673026886383348,0.9336513443191674
2,9,4,40,32,0.154,0.6995,0.790252484794541,39.86740389153438,22.47,32.07,0,32,1708659357.705759,0.1711111111111111,1.0,0.8900756564307967,0.9450378282153984
3,4,9,32,32,0.1543333333333333,0.9763333333333334,0.7313770257387988,40.805987224867714,31.47,32.2,0,32,1708659972.94962,0.3858333333333332,1.0,0.6355258976803305,0.8177629488401652
2,9,8,32,24,0.12,0.7885,0.7695727961137305,41.717883058201046,23.33,24.07,0,24,1708660693.473421,0.13333333333333333,1.0,0.8572653236176597,0.9286326618088299
2,4,4,24,24,0.2635,0.7285,0.4193766458312329,42.37835805820104,198.38,24.73,0,40,1708661308.7095587,0.65875,0.61825,0.10081661457808247,0.3595333072890412
2,4,4,24,40,0.178,0.759,0.833976282880552,43.32285805820104,23.19,40.0,0,40,1708661938.356407,0.44499999999999995,1.0,0.8624407072013799,0.93122035360069
2,9,5,40,40,0.163,0.7444999999999999,0.7698335650078769,44.24096916931215,23.98,40.0,0,40,1708662553.6056116,0.1811111111111111,1.0,0.8340283569641368,0.9170141784820685
2,8,6,40,40,0.19,0.6985,0.8246805752003772,45.16471916931215,21.21,40.0,0,40,1708663168.8480246,0.2375,1.0,0.9429514380009429,0.9714757190004715
1,6,8,40,48,0.327,0.748,0.719470928702973,46.11271916931215,38.01,48.0,0,48,1708663784.086695,0.545,1.0,0.5261773217574323,0.7630886608787162
2,4,5,48,40,0.24,0.7825,0.6803849238171612,47.07271916931215,49.88,40.0,0,40,1708664399.327585,0.6,1.0,0.40096230954290296,0.7004811547714515
1,5,4,40,32,0.257,0.75,0.7631319232020827,48.02411916931215,30.73,32.33,0,32,1708665014.6029391,0.514,1.0,0.6508298080052066,0.8254149040026033
2,6,7,32,24,0.1385,0.756,0.7879009682471879,48.94720250264548,23.41,24.07,0,24,1708665629.8532052,0.23083333333333336,1.0,0.8543357539513029,0.9271678769756515
2,7,7,24,56,0.2485,0.756,0.8071344537815126,49.88270250264548,23.8,56.07,0,56,1708666245.1320484,0.35500000000000004,1.0,0.8403361344537815,0.9201680672268908
1,5,8,56,47,0.329,0.786,0.6716088379839299,50.83458610264548,54.76,47.27,0,48,1708666860.4451585,0.658,0.984792,0.3652300949598247,0.6750110474799124
2,6,7,47,39,0.202,0.788,0.7423146939720006,51.76285276931215,28.81,39.73,0,40,1708667475.6871016,0.3366666666666667,0.99325,0.6942034015966678,0.8437267007983339
3,7,7,39,40,0.148,0.7906666666666667,0.7560112044817927,52.683995626455,25.5,40.27,0,40,1708668090.9660249,0.21142857142857144,1.0,0.7843137254901961,0.892156862745098
1,9,8,40,40,0.292,0.702,0.8162283706631532,53.60419007089945,22.77,40.13,0,40,1708668706.2368183,0.3244444444444444,1.0,0.8783487044356609,0.9391743522178304
1,4,8,40,32,0.255,0.883,0.8459713375796178,54.567940070899446,25.12,32.0,0,32,1708669321.4839463,0.6375,1.0,0.7961783439490445,0.8980891719745223
3,7,4,32,32,0.1386666666666667,0.7256666666666667,0.8012827004219409,55.48774959470897,22.12,32.0,0,32,1708669936.7027123,0.19809523809523813,1.0,0.9041591320072332,0.9520795660036165
2,6,8,32,40,0.192,0.7985,0.775284046692607,56.41956209470897,25.7,40.13,0,40,1708670551.94177,0.32,1.0,0.7782101167315175,0.8891050583657587
3,5,6,40,40,0.1496666666666666,0.7793333333333333,0.6599667166916792,57.3494954280423,39.98,40.33,0,40,1708671167.1924317,0.2993333333333332,1.0,0.5002501250625313,0.7501250625312657
1,4,8,40,40,0.297,0.811,0.7288833145434047,58.3237454280423,44.35,40.0,0,40,1708671815.4280636,0.7424999999999999,1.0,0.4509582863585118,0.7254791431792559
