replica,cpu,heap,previous_tps,instant_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp
1,7,5,48,56,0.513,0.785,0.9732857142857143,40.380720238095236,25.12,56.0,0,56,1708360767.2323687
2,6,8,56,64,0.262,0.804,0.9436666666666667,41.3243869047619,18.88,64.27,0,64,1708361382.4439557
2,8,9,64,72,0.27349999999999997,0.7505,0.9175763888888889,42.24196329365079,18.19,72.13,0,72,1708361997.6999536
3,7,6,72,96,0.264,0.7559999999999999,0.9377142857142857,43.17967757936508,20.79,96.13,0,96,1708362612.9266942
2,9,7,96,96,0.33299999999999996,0.73,0.937,44.116677579365074,18.02,96.4,0,96,1708363228.1637197
2,6,5,96,119,0.416,0.7085,0.9693333333333334,45.086010912698406,39.8,119.53,0,120,1708363843.40346
3,8,8,119,72,0.19699999999999998,0.8003333333333335,0.924625,46.010635912698405,19.71,72.8,0,72,1708364458.6816764
1,6,5,72,81,0.596,0.806,0.9993333333333333,47.00996924603174,114.54,81.2,0,88,1708365073.9439552
2,8,9,81,72,0.291,0.8440000000000001,0.9301527777777778,47.940122023809515,19.43,72.0,0,72,1708365689.1801047
2,6,6,72,80,0.313,0.692,0.9521666666666667,48.89228869047618,21.16,80.33,0,80,1708366304.3982577
3,7,8,80,64,0.18133333333333335,0.8316666666666667,0.9259047619047619,49.81819345238094,18.63,64.27,0,64,1708366919.6163917
1,5,4,64,52,0.494,0.804,0.9988,50.81699345238094,149.52,52.27,0,64,1708367534.8551438
3,8,4,52,72,0.19799999999999998,0.735,0.92475,51.741743452380945,17.45,72.13,0,72,1708368150.0755038
3,5,8,72,72,0.21366666666666667,0.8803333333333333,0.9427333333333333,52.68447678571428,21.51,72.0,0,72,1708368765.3225057
3,4,8,72,72,0.24833333333333332,0.9106666666666666,0.9620833333333333,53.646560119047614,45.97,72.6,0,72,1708369390.841599
3,4,7,72,82,0.27466666666666667,0.87,0.9686666666666667,54.61522678571428,45.26,82.4,0,80,1708370111.072408
3,6,7,82,88,0.236,0.7963333333333332,0.9393333333333334,55.55456011904761,21.5,88.13,0,88,1708370817.0218873
1,7,4,88,56,0.318,0.71,0.9454285714285715,56.49998869047618,19.53,56.67,0,56,1708371432.261612
3,5,9,56,56,0.17533333333333334,0.8223333333333334,0.9264370370370371,57.42642572751322,24.28,56.47,0,56,1708372047.5054152
1,6,9,56,74,0.597,0.881,0.9973888888888889,58.42381461640211,189.52,74.0,0,112,1708372662.7771084
3,5,6,74,96,0.2733333333333334,0.8173333333333334,0.9546666666666667,59.37848128306878,32.82,96.4,0,96,1708373278.0310283
1,8,5,96,103,0.573,0.7,0.971625,60.35010628306878,24.78,103.8,0,104,1708373893.2743945
3,5,4,103,113,0.37733333333333335,0.8290000000000001,0.9754666666666667,61.32557294973545,40.54,113.0,0,112,1708374508.5125854
3,6,6,113,144,0.38399999999999995,0.8170000000000001,0.964,62.28957294973545,23.73,144.6,0,144,1708375123.776192
1,7,8,144,88,0.496,0.737,0.9629821428571429,63.252555092592594,24.79,88.53,0,88,1708375739.0531418
2,8,8,88,64,0.2275,0.776,0.9254375,64.17799259259259,21.14,64.0,0,64,1708376354.2839968
2,4,6,64,37,0.28150000000000003,0.895,0.970375,65.14836759259259,289.55,37.47,0,88,1708376969.5308495
1,7,4,37,72,0.424,0.692,0.9605714285714286,66.10893902116402,17.83,72.4,0,72,1708377584.7687461
2,7,5,72,72,0.27349999999999997,0.7805,0.9390714285714286,67.04801044973544,21.87,72.4,0,72,1708378199.993409
3,9,5,72,96,0.2723333333333333,0.7096666666666667,0.9302592592592592,67.9782697089947,19.16,96.27,0,96,1708378815.2692835
3,6,5,96,74,0.338,0.7976666666666667,0.9563333333333334,68.93460304232804,126.1,74.0,0,88,1708379430.551936
3,6,9,74,96,0.2703333333333333,0.8443333333333333,0.9388703703703704,69.8734734126984,26.35,96.0,0,96,1708380046.3157578
2,4,7,96,42,0.318,0.868,0.9795,70.8529734126984,282.33,42.53,0,96,1708380661.599205
2,4,7,42,97,0.35750000000000004,0.9105,0.989375,71.8423484126984,62.47,97.2,0,96,1708381276.8289495
3,7,5,97,88,0.25333333333333335,0.757,0.9361904761904762,72.77853888888887,20.95,88.13,0,88,1708381892.055918
1,7,6,88,101,0.696,0.794,0.9994285714285714,73.77796746031744,61.11,101.53,0,104,1708382507.285684
2,7,6,101,168,0.5630000000000001,0.8174999999999999,0.9804285714285714,74.75839603174602,28.57,168.53,0,168,1708383122.5254307
1,6,6,168,72,0.6,0.714,1.0,75.75839603174602,250.01,72.73,0,144,1708383737.8082602
3,5,8,72,141,0.4106666666666667,0.8146666666666667,0.9821333333333333,76.74052936507935,108.38,141.13,0,152,1708384353.0706875
3,6,8,141,143,0.41933333333333334,0.8566666666666666,0.9698888888888889,77.71041825396824,28.96,143.13,0,144,1708384968.326455
3,4,4,143,86,0.32466666666666666,0.8276666666666667,0.9811666666666666,78.69158492063491,141.69,86.27,0,104,1708385583.5958958
3,8,4,86,104,0.2683333333333333,0.7276666666666666,0.9335416666666667,79.62512658730158,18.88,104.33,0,104,1708386322.7282677
3,7,8,104,80,0.21933333333333335,0.8063333333333333,0.9313333333333333,80.55645992063491,18.11,80.13,0,80,1708386937.9699385
2,9,4,80,104,0.393,0.7175,0.9436666666666667,81.50012658730158,18.97,104.27,0,104,1708387553.20899
1,7,6,104,97,0.692,0.79,0.9988571428571429,82.49898373015873,56.34,97.6,0,96,1708388168.4461105
2,6,8,97,96,0.382,0.849,0.9636666666666667,83.4626503968254,20.44,96.2,0,96,1708388783.6839433
1,7,8,96,96,0.653,0.827,0.9932857142857143,84.45593611111111,40.85,96.33,0,96,1708389398.91291
1,5,6,96,36,0.497,0.77,0.9994000000000001,85.45533611111111,331.26,36.67,0,96,1708390014.1181962
1,6,9,36,76,0.559,0.82,0.9842777777777778,86.43961388888889,108.07,76.67,0,80,1708390629.3125107
1,8,4,76,80,0.637,0.777,0.979625,87.41923888888888,25.19,80.53,0,80,1708391244.5247705
1,5,8,80,43,0.498,0.851,0.9996,88.41883888888889,301.53,43.8,0,104,1708391859.730876
3,5,7,43,119,0.36199999999999993,0.826,0.9723999999999999,89.39123888888888,34.33,119.0,0,120,1708392474.9453185
2,4,8,119,53,0.34550000000000003,0.888,0.986375,90.37761388888887,340.52,53.0,0,144,1708393100.4908085
2,9,7,53,152,0.494,0.7729999999999999,0.9548888888888889,91.33250277777776,20.77,152.0,0,152,1708393730.0725493
1,6,4,152,45,0.598,0.694,0.9996666666666667,92.33216944444443,442.09,45.67,0,160,1708394345.305859
3,8,8,45,104,0.28633333333333333,0.8026666666666666,0.9357916666666667,93.26796111111109,20.56,104.27,0,104,1708394960.5216963
1,8,8,104,80,0.608,0.911,0.976,94.24396111111109,22.25,80.13,0,80,1708395575.7581446
3,5,6,80,113,0.32066666666666666,0.7946666666666666,0.9641333333333333,0.0,29.73,113.4,0,112,1708396190.9672706
3,8,8,113,96,0.28800000000000003,0.7629999999999999,0.9313750000000001,0.9313750000000001,20.8,96.33,0,96,1708396806.192406
3,5,6,96,95,0.29433333333333334,0.8019999999999999,0.9588666666666666,1.8902416666666668,44.79,95.2,0,96,1708397421.4466703
2,5,7,95,93,0.399,0.864,0.9798,2.870041666666667,74.94,93.6,0,96,1708398055.224842
1,7,7,93,91,0.677,0.912,0.9967142857142857,3.8667559523809523,84.39,91.53,0,96,1708398670.4632633
1,7,8,91,80,0.572,0.798,0.9814642857142857,4.848220238095238,38.44,80.33,0,80,1708399285.7172081
3,5,7,80,72,0.25266666666666665,0.9046666666666666,0.9505333333333333,5.798753571428572,20.91,72.13,0,72,1708399900.9186952
2,8,7,72,104,0.391,0.7495,0.948875,6.747628571428572,22.59,104.47,0,104,1708400530.5803897
3,8,5,104,104,0.26933333333333337,0.7056666666666667,0.9336666666666666,7.681295238095238,18.69,104.87,0,104,1708401145.8056967
2,4,7,104,40,0.358,0.7765,0.9895,8.670795238095238,317.64,40.73,0,104,1708401761.0576077
2,5,5,40,76,0.387,0.8440000000000001,0.9774,9.648195238095237,164.83,76.2,0,104,1708402384.462562
3,5,4,76,96,0.2986666666666667,0.7826666666666666,0.9597333333333333,10.60792857142857,24.0,96.07,0,96,1708402999.6872106
1,9,7,96,80,0.504,0.793,0.956,11.56392857142857,30.71,80.0,0,80,1708403625.2306724
1,4,5,80,17,0.398,0.774,0.9995,12.563428571428569,519.45,17.2,0,72,1708404240.44211
3,8,4,17,24,0.10966666666666668,0.7200000000000001,0.9137083333333333,13.477136904761903,19.9,24.0,0,24,1708404855.6408076
3,8,6,24,24,0.10966666666666668,0.7426666666666666,0.9137083333333333,14.390845238095237,18.44,24.0,0,24,1708405470.8492577
2,8,7,24,32,0.15949999999999998,0.7705,0.9199375,15.310782738095236,18.87,32.0,0,32,1708406086.0887425
2,4,4,32,31,0.21750000000000003,0.865,0.954375,16.265157738095237,42.33,31.73,0,32,1708406701.3088124
3,5,9,31,40,0.17033333333333334,0.851,0.9286222222222222,17.19377996031746,23.98,40.07,0,40,1708407328.8368678
3,8,9,40,32,0,0,0.8,17.99377996031746,18.96,32.07,0,32,1708407944.073269
2,7,4,32,32,0.14700000000000002,0.7745,0.921,18.91477996031746,17.3,32.0,0,32,1708408559.3067305
1,7,5,32,24,0.232,0.724,0.9331428571428572,19.84792281746032,20.13,24.13,0,24,1708409174.5546782
1,5,8,24,39,0.445,0.88,0.989,20.83692281746032,46.43,39.87,0,40,1708409789.7519572
2,8,9,39,40,0.166,0.8325,0.91325,21.75017281746032,17.92,40.07,0,40,1708410404.9684746
3,7,8,40,40,0.13733333333333334,0.7863333333333333,0.9179107142857144,22.668083531746035,19.34,40.6,0,40,1708411020.1754391
3,9,6,40,40,0.13499999999999998,0.7073333333333333,0.915,23.583083531746034,17.99,40.13,0,40,1708411635.438566
1,6,4,40,48,0.422,0.775,0.9703333333333334,24.553416865079367,26.93,48.07,0,48,1708412250.6778555
3,9,8,48,40,0.141,0.7706666666666666,0.912,25.465416865079366,17.69,40.0,0,40,1708412865.901288
3,9,6,40,32,0.127,0.731,0.9141111111111111,26.379527976190477,19.0,32.27,0,32,1708413481.131922
3,5,4,32,24,0.10333333333333333,0.8236666666666667,0.9206666666666666,27.300194642857143,22.9,24.0,0,24,1708414096.4077165
3,6,5,24,56,0.19099999999999998,0.7076666666666668,0.9318333333333333,28.232027976190476,22.09,56.13,0,56,1708414736.3351245
2,8,8,56,48,0.20400000000000001,0.7985,0.9253125,29.157340476190477,19.79,48.2,0,48,1708415351.558217
2,5,4,48,40,0.1925,0.8,0.9385,30.095840476190478,19.1,40.07,0,40,1708415966.7782612
3,5,6,40,40,0.15366666666666665,0.8516666666666666,0.9307333333333333,31.02657380952381,25.67,40.2,0,40,1708416582.0109086
1,5,8,40,40,0.355,0.797,0.970625,31.99719880952381,43.93,40.0,0,40,1708417211.6192029
3,8,7,40,32,0.123,0.7153333333333333,0.915375,32.912573809523806,18.56,32.07,0,32,1708417826.8592775
2,4,6,32,32,0.2235,0.8845000000000001,0.955875,33.868448809523805,35.94,32.53,0,32,1708418442.080584
1,6,4,32,40,0.325,0.717,0.9541666666666667,34.82261547619047,22.92,40.13,0,40,1708419061.3798273
2,5,9,40,39,0.1855,0.883,0.9352111111111111,35.75782658730158,27.52,39.93,0,40,1708419676.6220996
2,8,4,39,40,0.16449999999999998,0.782,0.9205625,36.67838908730158,18.08,40.0,0,40,1708420291.8514507
1,5,7,40,40,0.442,0.8,0.9884,37.66678908730158,24.27,40.87,0,40,1708420907.0829995
3,4,5,40,40,0.19199999999999998,0.8566666666666666,0.948,38.61478908730158,27.58,40.0,0,40,1708421522.325101
2,7,5,40,32,0.16899999999999998,0.74,0.9241428571428572,39.538931944444435,18.53,32.13,0,32,1708422298.9517455
3,7,4,32,32,0.12033333333333333,0.738,0.9171904761904762,40.45612242063491,18.49,32.0,0,32,1708422914.167437
3,9,4,32,64,0.19699999999999998,0.7436666666666668,0.9218888888888889,41.3780113095238,19.52,64.27,0,64,1708423529.4008846
