replica,cpu,heap,previous_tps,instant_tps
1,8,1,49.66,49.28
1,8,1,49.28,49.66
1,8,1,49.66,49.88
1,8,1,49.88,49.34
1,8,1,49.34,49.66
1,8,1,49.66,49.47
1,8,1,49.47,49.6
1,8,1,49.6,49.6
1,8,1,49.6,49.72
1,8,1,49.72,49.4
1,8,1,49.4,49.6
1,8,1,49.6,49.53
1,8,1,49.53,49.28
1,8,1,49.28,49.4
1,8,1,49.4,50.47
1,8,1,50.47,49.4
1,8,1,49.4,48.88
1,8,1,48.88,50.0
1,8,1,50.0,49.66
1,8,1,49.66,49.4
1,8,1,49.4,49.53
1,8,1,49.53,50.0
1,8,1,50.0,49.2
1,8,1,49.2,49.88
1,8,1,49.88,49.28
1,8,1,49.28,49.8
1,8,1,49.8,49.72
1,8,1,49.72,49.8
1,8,1,49.8,49.34
1,8,1,49.34,50.25
1,8,1,50.25,49.8
1,8,1,49.8,50.06
1,8,1,50.06,49.88
1,8,1,49.88,49.72
1,8,1,49.72,50.06
1,8,1,50.06,49.06
1,8,1,49.06,49.66
1,8,1,49.66,49.72
1,8,1,49.72,49.66
1,8,1,49.66,49.53
1,8,1,49.53,49.53
1,8,1,49.53,49.88
1,8,1,49.88,49.72
