action,replica,cpu,heap,inc_tps,out_tps,cpu_usage,memory_usage,cost,reward,sum_reward,response_time,num_request,num_failures,expected_tps
DECREASE_HEAP,1,1,1,,,,,,-1,-25.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-26.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-27.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-28.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-29.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-30.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-31.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-32.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-33.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-34.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-35.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-36.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-37.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-38.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-39.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-40.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-41.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-42.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-43.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-44.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-45.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-46.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-47.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-48.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-49.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-50.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-51.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-52.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-53.46546666666667,,,,
DECREASE_REPLICA,1,1,1,,,,,,-1,-54.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-55.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-56.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-57.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-58.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-59.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-60.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-61.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-62.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-63.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-64.46546666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-65.46546666666667,,,,
INCREASE_REPLICA,2,1,1,15,21,0.098,0.575,0.01107,0.36169999999999985,-65.10376666666667,719.47,1.4,0,50
DECREASE_REPLICA,1,1,1,17,25,0.098,0.607,0.00567,0.3920999999999999,-64.71166666666667,451.02,2.2,0,50
DECREASE_HEAP,1,1,1,,,,,,-1,-65.71166666666667,,,,
INCREASE_HEAP,1,1,2,6,8,0.098,0.612,0.00569,0.2223399999999999,-65.48932666666667,870.45,1.13,0,50
DECREASE_HEAP,1,1,1,6,8,0.098,0.541,0.00539,0.35189999999999994,-65.13742666666667,585.23,1.8,18,50
DECREASE_HEAP,1,1,1,,,,,,-1,-66.13742666666667,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-67.13742666666667,,,,
INCREASE_HEAP,1,1,2,7,9,0.099,0.615,0.00574,0.6149099999999998,-66.52251666666668,34.06,22.87,336,50
DO_NOTHING,1,1,2,9,12,0.099,0.661,0.00593,0.35514999999999997,-66.16736666666668,113.02,7.8,109,50
DECREASE_HEAP,1,1,1,6,8,0.098,0.543,0.0054,0.33129999999999993,-65.83606666666668,1644.28,0.6,0,50
DECREASE_HEAP,1,1,1,,,,,,-1,-66.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-67.83606666666668,,,,
DECREASE_CPU,1,1,1,,,,,,-1,-68.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-69.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-70.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-71.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-72.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-73.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-74.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-75.83606666666668,,,,
DECREASE_CPU,1,1,1,,,,,,-1,-76.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-77.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-78.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-79.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-80.83606666666668,,,,
DECREASE_CPU,1,1,1,,,,,,-1,-81.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-82.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-83.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-84.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-85.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-86.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-87.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-88.83606666666668,,,,
DECREASE_CPU,1,1,1,,,,,,-1,-89.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-90.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-91.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-92.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-93.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-94.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-95.83606666666668,,,,
DECREASE_CPU,1,1,1,,,,,,-1,-96.83606666666668,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,0.0,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-1.0,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-2.0,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-3.0,,,,
DECREASE_HEAP,1,1,1,,,,,,-1,-4.0,,,,
INCREASE_REPLICA,2,1,1,14,20,0.098,0.58,0.01111,0.3582599999999999,-3.64174,956.86,1.07,0,50
DECREASE_HEAP,2,1,1,,,,,,-1,-4.64174,,,,
INCREASE_HEAP,2,1,2,16,22,0.09,0.633,0.01105,0.24572999999999992,-4.39601,422.57,2.36,0,50
INCREASE_HEAP,2,1,3,14,19,0.097,0.712,0.01217,0.18750666666666665,-4.208503333333334,879.43,1.13,0,50
DECREASE_HEAP,2,1,2,15,21,0.098,0.651,0.01171,0.25368999999999997,-3.954813333333334,445.74,2.33,0,50
INCREASE_HEAP,2,1,3,25,34,0.097,0.737,0.01238,0.19293333333333332,-3.7618800000000006,794.98,1.2,0,50
DECREASE_CPU,2,1,3,,,,,,-1,-4.761880000000001,,,,
DECREASE_CPU,2,1,3,,,,,,-1,-5.761880000000001,,,,
INCREASE_REPLICA,3,1,3,33,43,0.081,0.748,0.01719,0.19396666666666665,-5.567913333333334,548.32,1.6,0,50
INCREASE_HEAP,3,1,4,32,41,0.081,0.887,0.01896,0.18647499999999995,-5.381438333333334,515.77,1.95,0,50
INCREASE_HEAP,3,1,5,23,30,0.084,0.949,0.02003,0.3689199999999999,-5.012518333333334,69.42,12.89,0,50
DO_NOTHING,3,1,5,23,30,0.071,0.949,0.0188,0.16639999999999996,-4.846118333333334,487.73,2.0,0,50
INCREASE_REPLICA,4,1,5,47,59,0.07,0.972,0.02532,0.25298,-4.593138333333334,145.57,6.71,0,50
DO_NOTHING,4,1,5,47,59,0.067,0.972,0.02495,0.17515999999999995,-4.417978333333334,406.61,2.47,0,50
INCREASE_REPLICA,5,1,5,34,42,0.061,0.978,0.03036,0.18715999999999997,-4.2308183333333345,325.8,3.27,0,50
DECREASE_HEAP,5,1,4,12,16,0.075,0.832,0.02948,0.17029999999999995,-4.060518333333334,646.1,1.6,0,50
INCREASE_REPLICA,6,1,4,23,29,0.063,0.871,0.03409,0.23253499999999994,-3.8279833333333344,187.5,5.12,0,50
INCREASE_HEAP,6,1,5,8,10,0.077,0.875,0.03685,0.18575999999999998,-3.6422233333333343,312.48,3.32,0,50
DECREASE_CPU,6,1,5,,,,,,-1,-4.642223333333334,,,,
INCREASE_REPLICA,7,1,5,23,29,0.058,0.939,0.04068,0.20785999999999993,-4.434363333333334,210.94,4.72,0,50
DECREASE_HEAP,7,1,4,18,23,0.063,0.814,0.03808,0.21064999999999995,-4.223713333333333,224.82,4.3,0,50
DECREASE_REPLICA,6,1,4,19,24,0.053,0.83,0.03115,0.32321,-3.9005033333333334,82.85,10.72,0,50
DECREASE_REPLICA,5,1,4,22,27,0.058,0.852,0.02722,0.28543999999999997,-3.6150633333333335,111.52,8.33,0,50
INCREASE_REPLICA,6,1,4,27,34,0.06,0.852,0.03304,0.27114,-3.3439233333333336,130.35,7.48,0,50
INCREASE_REPLICA,7,1,4,22,28,0.053,0.866,0.03741,0.19594999999999996,-3.1479733333333337,280.24,3.4,0,50
INCREASE_REPLICA,8,1,4,22,27,0.047,0.865,0.04121,0.20596499999999995,-2.942008333333334,236.95,4.13,0,50
INCREASE_REPLICA,9,1,4,20,26,0.046,0.877,0.04653,0.29822499999999996,-2.643783333333334,104.62,9.2,0,50
INCREASE_HEAP,9,1,5,10,13,0.067,0.883,0.05273,0.17021999999999998,-2.473563333333334,392.6,2.69,0,50
INCREASE_REPLICA,9,1,5,,,,,,-1,-3.473563333333334,,,,
DECREASE_HEAP,9,1,4,10,13,0.071,0.788,0.05025,0.17071999999999996,-3.302843333333334,494.62,2.04,0,50
DECREASE_HEAP,9,1,3,9,12,0.073,0.732,0.04868,0.19576,-3.107083333333334,535.34,2.07,0,50
DECREASE_CPU,9,1,3,,,,,,-1,-4.107083333333334,,,,
DECREASE_HEAP,9,1,2,8,11,0.083,0.651,0.04844,0.24024999999999996,-3.8668333333333336,499.28,2.0,0,50
INCREASE_REPLICA,9,1,2,,,,,,-1,-4.866833333333334,,,,
DECREASE_HEAP,9,1,1,8,11,0.097,0.562,0.04903,0.3523599999999999,-4.514473333333334,801.75,1.27,0,50
DECREASE_HEAP,9,1,1,,,,,,-1,-5.514473333333334,,,,
INCREASE_HEAP,9,1,2,8,11,0.078,0.638,0.04652,0.22495999999999997,-5.289513333333334,694.03,1.47,0,50
DECREASE_HEAP,9,1,1,8,12,0.097,0.582,0.04979,0.35263999999999984,-4.936873333333334,1072.87,0.73,0,50
INCREASE_HEAP,9,1,2,8,11,0.078,0.642,0.04667,0.22667999999999996,-4.710193333333334,696.41,1.51,0,50
INCREASE_HEAP,9,1,3,9,12,0.069,0.717,0.04697,0.18999999999999997,-4.520193333333333,546.79,2.0,0,50
INCREASE_HEAP,9,1,4,10,13,0.067,0.824,0.05048,0.16043999999999994,-4.359753333333333,720.05,1.33,0,50
DECREASE_HEAP,9,1,3,9,11,0.069,0.753,0.04834,0.19726,-4.162493333333333,481.97,2.07,0,50
DECREASE_HEAP,9,1,2,9,12,0.078,0.639,0.04656,0.22394999999999993,-3.938543333333333,726.61,1.4,0,50
DECREASE_HEAP,9,1,1,8,11,0.097,0.575,0.04952,0.34913999999999984,-3.5894033333333333,1308.48,0.73,0,50
INCREASE_HEAP,9,1,2,8,10,0.08,0.629,0.04675,0.21992999999999996,-3.3694733333333335,780.14,1.26,0,50
DECREASE_HEAP,9,1,1,8,11,0.097,0.561,0.04899,0.3469999999999999,-3.0224733333333336,1144.56,1.0,0,50
INCREASE_HEAP,9,1,2,9,12,0.075,0.662,0.04658,0.24331999999999993,-2.779153333333334,447.49,2.24,0,50
INCREASE_HEAP,9,1,3,9,13,0.07,0.717,0.04726,0.19625999999999996,-2.5828933333333337,434.15,2.32,0,50
DECREASE_HEAP,9,1,2,8,11,0.083,0.638,0.04794,0.22439999999999993,-2.3584933333333336,756.47,1.3,0,50
INCREASE_HEAP,9,1,3,9,12,0.069,0.733,0.04758,0.1883466666666666,-2.170146666666667,570.33,1.76,0,50
DECREASE_HEAP,9,1,2,8,11,0.076,0.619,0.04523,0.20984999999999993,-1.9602966666666672,1041.38,0.95,0,50
DECREASE_HEAP,9,1,1,8,12,0.097,0.577,0.0496,0.3537399999999999,-1.6065566666666673,1082.03,0.93,0,50
INCREASE_HEAP,9,1,2,8,11,0.081,0.638,0.04737,0.22285999999999995,-1.3836966666666672,853.6,1.27,0,50
INCREASE_HEAP,9,1,3,8,11,0.075,0.739,0.04952,0.18946666666666662,-1.1942300000000006,654.56,1.6,0,50
INCREASE_HEAP,9,1,4,9,11,0.071,0.816,0.05132,0.16863999999999996,-1.0255900000000007,573.0,1.73,0,50
DECREASE_HEAP,9,1,3,9,12,0.071,0.731,0.04807,0.19081333333333328,-0.8347766666666674,536.23,1.86,0,50
DECREASE_HEAP,9,1,2,9,12,0.084,0.631,0.04796,0.22494999999999993,-0.6098266666666674,702.03,1.4,0,50
DECREASE_HEAP,9,1,1,8,11,0.097,0.579,0.04968,0.35725999999999986,-0.25256666666666755,913.67,1.07,0,50
INCREASE_HEAP,9,1,2,9,12,0.073,0.636,0.04502,0.22609999999999997,-0.026466666666667582,585.27,1.7,0,50
INCREASE_HEAP,9,1,3,8,11,0.072,0.715,0.04775,0.1791066666666666,0.15263999999999903,796.47,1.33,0,50
DECREASE_HEAP,9,1,2,9,12,0.081,0.643,0.04756,0.23724999999999993,0.38988999999999896,496.81,2.0,0,50
INCREASE_HEAP,9,1,3,10,13,0.076,0.718,0.049,0.18520666666666663,0.5750966666666656,626.75,1.53,0,50
DECREASE_HEAP,9,1,2,8,12,0.08,0.644,0.04732,0.22925999999999994,0.8043566666666655,653.99,1.57,0,50
DECREASE_HEAP,9,1,1,8,11,0.093,0.568,0.04812,0.35443999999999987,1.1587966666666654,812.9,1.33,0,50
INCREASE_HEAP,9,1,2,9,12,0.074,0.624,0.04485,0.23007999999999992,1.3888766666666652,488.24,2.06,0,50
DECREASE_HEAP,9,1,1,8,12,0.097,0.556,0.0488,0.34575999999999996,1.734636666666665,954.95,1.07,0,50
INCREASE_HEAP,9,1,2,8,11,0.076,0.64,0.04603,0.22805999999999993,1.962696666666665,594.51,1.67,0,50
INCREASE_HEAP,9,1,3,10,13,0.07,0.725,0.04756,0.1977733333333333,2.1604699999999983,398.55,2.33,0,50
DECREASE_REPLICA,8,1,3,9,12,0.065,0.726,0.04105,0.19543999999999997,2.3559099999999984,455.53,2.33,0,50
INCREASE_REPLICA,9,1,3,16,20,0.051,0.755,0.0433,0.2969533333333333,2.6528633333333316,119.68,8.09,0,50
DECREASE_HEAP,9,1,2,9,11,0.077,0.631,0.04597,0.22270999999999996,2.8755733333333318,578.92,1.47,0,50
INCREASE_REPLICA,9,1,2,,,,,,-1,1.8755733333333318,,,,
INCREASE_REPLICA,9,1,2,,,,,,-1,0.8755733333333318,,,,
INCREASE_REPLICA,9,1,2,,,,,,-1,-0.12442666666666824,,,,
INCREASE_HEAP,9,1,3,10,13,0.07,0.748,0.04844,0.18864666666666666,0.06421999999999842,626.32,1.61,0,50
DECREASE_HEAP,9,1,2,7,10,0.08,0.623,0.04652,0.22328999999999993,0.2875099999999984,709.87,1.53,0,50
DECREASE_HEAP,9,1,1,8,11,0.097,0.568,0.04926,0.34563999999999984,0.6331499999999982,1305.32,0.73,0,50
INCREASE_HEAP,9,1,2,9,12,0.078,0.651,0.04702,0.23594999999999997,0.8690999999999982,551.52,1.9,0,50
DECREASE_REPLICA,8,1,2,9,12,0.069,0.666,0.04002,0.24545999999999998,1.1145599999999982,398.7,2.47,0,50
DECREASE_HEAP,8,1,1,8,11,0.097,0.558,0.04344,0.3406399999999999,1.455199999999998,1362.82,0.73,0,50
INCREASE_HEAP,8,1,2,9,12,0.082,0.635,0.04226,0.22728999999999994,1.682489999999998,661.33,1.53,0,50
DECREASE_HEAP,8,1,1,9,12,0.09,0.567,0.04198,0.35153999999999985,2.034029999999998,817.71,1.28,0,50
INCREASE_REPLICA,9,1,1,9,11,0.071,0.585,0.04251,0.3531999999999999,2.3872299999999975,695.56,1.4,1,50
DECREASE_REPLICA,8,1,1,10,13,0.07,0.598,0.03797,0.3640599999999999,2.7512899999999973,621.55,1.67,2,50
DECREASE_HEAP,8,1,1,,,,,,-1,1.7512899999999973,,,,
INCREASE_HEAP,8,1,2,8,11,0.082,0.619,0.04172,0.21374999999999994,1.9650399999999972,996.92,1.0,0,50
DECREASE_HEAP,8,1,1,9,12,0.097,0.561,0.04355,0.3540199999999999,2.3190599999999972,733.84,1.39,0,50
DECREASE_HEAP,8,1,1,,,,,,-1,1.3190599999999972,,,,
INCREASE_HEAP,8,1,2,8,11,0.081,0.644,0.04231,0.22183999999999993,1.540899999999997,913.09,1.13,0,50
DECREASE_HEAP,8,1,1,9,12,0.097,0.557,0.04341,0.3449999999999999,1.885899999999997,1041.97,1.0,0,50
DECREASE_HEAP,8,1,1,,,,,,-1,0.885899999999997,,,,
INCREASE_HEAP,8,1,2,9,12,0.084,0.644,0.04307,0.22783999999999993,1.1137399999999968,733.43,1.38,0,50
INCREASE_HEAP,8,1,3,9,12,0.072,0.746,0.04349,0.1905733333333333,1.30431333333333,610.73,1.68,0,50
INCREASE_REPLICA,9,1,3,18,23,0.051,0.767,0.04376,0.22767333333333328,1.5319866666666635,234.26,4.13,0,50
DECREASE_REPLICA,8,1,3,17,22,0.045,0.774,0.03762,0.32304,1.8550266666666635,101.26,9.53,0,50
DECREASE_REPLICA,7,1,3,20,25,0.046,0.778,0.03325,0.31466666666666665,2.1696933333333304,105.07,9.0,0,50
DECREASE_HEAP,7,1,2,10,13,0.07,0.659,0.03503,0.23574999999999996,2.4054433333333303,494.72,2.0,0,50
DECREASE_HEAP,7,1,1,9,13,0.086,0.582,0.03629,0.3586599999999999,2.7641033333333302,737.97,1.37,0,50
INCREASE_HEAP,7,1,2,11,14,0.073,0.654,0.03555,0.22645999999999997,2.99056333333333,610.43,1.47,0,50
DECREASE_HEAP,7,1,1,9,12,0.081,0.597,0.03563,0.3627599999999999,3.35332333333333,753.95,1.32,0,50
INCREASE_HEAP,7,1,2,12,16,0.065,0.676,0.03443,0.25801999999999997,3.61134333333333,322.09,3.14,0,50
DECREASE_HEAP,7,1,1,9,12,0.086,0.575,0.03608,0.3628999999999999,3.97424333333333,602.31,1.8,0,50
DECREASE_HEAP,7,1,1,,,,,,-1,2.97424333333333,,,,
DECREASE_HEAP,7,1,1,,,,,,-1,1.9742433333333298,,,,
INCREASE_HEAP,7,1,2,9,12,0.08,0.678,0.03781,0.23505999999999996,2.2093033333333296,697.8,1.42,0,50
DECREASE_HEAP,7,1,1,9,12,0.083,0.57,0.03527,0.3574599999999999,2.5667633333333297,610.1,1.72,0,50
INCREASE_HEAP,7,1,2,11,14,0.068,0.635,0.03388,0.22280999999999995,2.7895733333333297,608.73,1.67,0,50
DECREASE_HEAP,7,1,1,9,12,0.081,0.588,0.03536,0.35123999999999983,3.1408133333333295,1183.1,0.93,0,50
INCREASE_HEAP,7,1,2,10,13,0.076,0.649,0.03607,0.22418999999999994,3.3650033333333296,755.9,1.33,0,50
INCREASE_HEAP,7,1,3,14,18,0.059,0.738,0.03494,0.19713999999999998,3.5621433333333297,386.45,2.48,0,50
DECREASE_HEAP,7,1,2,10,13,0.069,0.653,0.03464,0.25048999999999993,3.8126333333333298,324.56,2.93,0,50
DECREASE_HEAP,7,1,1,9,12,0.084,0.582,0.03585,0.3738599999999999,4.186493333333329,452.5,2.27,0,50
INCREASE_HEAP,7,1,2,10,14,0.071,0.643,0.03478,0.22270999999999996,4.40920333333333,698.46,1.47,0,50
DECREASE_HEAP,7,1,1,9,13,0.081,0.579,0.0351,0.3422399999999998,4.751443333333329,1121.73,0.68,0,50
INCREASE_HEAP,7,1,2,13,17,0.067,0.664,0.03452,0.23315999999999995,4.984603333333329,521.65,1.87,0,50
INCREASE_HEAP,7,1,3,17,21,0.063,0.762,0.03654,0.22203999999999996,5.206643333333329,304.4,3.53,0,50
DECREASE_HEAP,7,1,2,12,15,0.07,0.654,0.03489,0.24403999999999995,5.450683333333329,390.6,2.53,0,50
DECREASE_HEAP,7,1,1,9,12,0.083,0.574,0.03539,0.3585599999999999,5.809243333333328,599.41,1.67,0,50
INCREASE_HEAP,7,1,2,10,12,0.07,0.659,0.03503,0.21900999999999995,6.028253333333328,811.51,1.07,0,50
DECREASE_HEAP,7,1,1,9,12,0.085,0.57,0.03571,0.3494599999999998,6.377713333333328,780.01,1.22,0,50
INCREASE_HEAP,7,1,2,11,15,0.071,0.646,0.03487,0.24667999999999995,6.624393333333328,357.84,2.76,0,50
DECREASE_HEAP,7,1,1,9,13,0.086,0.568,0.03588,0.3565199999999999,6.980913333333327,606.37,1.64,0,50
INCREASE_HEAP,7,1,2,12,16,0.069,0.661,0.03487,0.22980999999999996,7.210723333333327,490.86,1.67,0,50
DECREASE_HEAP,7,1,1,9,12,0.088,0.579,0.03664,0.3635599999999998,0.0,623.98,1.67,0,50
INCREASE_HEAP,7,1,2,10,14,0.078,0.675,0.03728,0.25310999999999995,0.25310999999999995,405.42,2.52,0,50
DECREASE_HEAP,7,1,1,9,12,0.084,0.558,0.03514,0.34619999999999995,0.5993099999999999,732.4,1.4,0,50
INCREASE_HEAP,7,1,2,10,14,0.068,0.641,0.03406,0.22215,0.8214599999999999,603.38,1.55,0,50
DECREASE_HEAP,7,1,1,9,13,0.086,0.584,0.03635,0.36865999999999993,1.1901199999999998,540.17,1.87,0,50
INCREASE_HEAP,7,1,2,10,13,0.074,0.675,0.03639,0.26641,1.4565299999999999,289.95,3.37,0,50
DECREASE_HEAP,7,1,1,10,13,0.085,0.601,0.03663,0.3658599999999999,1.8223899999999997,809.03,1.27,0,50
INCREASE_HEAP,7,1,2,10,13,0.077,0.66,0.03661,0.23481999999999992,2.0572099999999995,589.11,1.74,0,50
INCREASE_HEAP,7,1,3,17,22,0.063,0.747,0.0361,0.20765999999999996,2.2648699999999993,328.69,2.87,0,50
DECREASE_HEAP,7,1,2,14,19,0.066,0.65,0.03388,0.24463999999999997,2.5095099999999992,360.33,2.73,0,50
DECREASE_HEAP,7,1,1,9,12,0.084,0.562,0.03526,0.34334,2.852849999999999,802.2,1.13,0,50
INCREASE_HEAP,7,1,2,11,14,0.079,0.657,0.03697,0.22174999999999995,3.0745999999999993,911.54,1.0,0,50
INCREASE_HEAP,7,1,3,17,21,0.067,0.757,0.03728,0.23760666666666663,3.312206666666666,231.66,4.33,0,50
